iter	Logloss
566	0.4062528702
567	0.406226804
568	0.4061890546
569	0.4061446764
570	0.4060999919
571	0.406070231
572	0.406032982
573	0.4059780828
574	0.4059427507
575	0.4059046096
576	0.4058564033
577	0.4058271688
578	0.4057864122
579	0.4057643307
580	0.4057277867
581	0.4056942375
582	0.4056726685
583	0.4056406524
584	0.4056090193
585	0.4055846062
586	0.4055476057
587	0.4055223635
588	0.4054629224
589	0.405448354
590	0.4054208185
591	0.4053920499
592	0.4053622477
593	0.4053332952
594	0.4052947576
595	0.4052540167
596	0.4052221164
597	0.4052041475
598	0.4051746056
599	0.405131355
600	0.4050867208
601	0.4050550154
602	0.4050224797
603	0.4049935474
604	0.4049606248
605	0.4049340284
606	0.4049078825
607	0.4048852225
608	0.4048363011
609	0.4047919783
610	0.4047504568
611	0.404729906
612	0.4046926631
613	0.4046687844
614	0.4046151654
615	0.4045831327
616	0.4045571384
617	0.4045111002
618	0.4044781693
619	0.4044456457
620	0.4044154411
621	0.4043790312
622	0.4043453437
623	0.4043022601
624	0.404275161
625	0.4042180454
626	0.4041806305
627	0.4041493136
628	0.4041212671
629	0.4040986621
630	0.4040563113
631	0.404014009
632	0.4039827671
633	0.4039544631
634	0.4039112175
635	0.4038844553
636	0.4038609613
637	0.4038133374
638	0.4037853865
639	0.4037677745
640	0.4037434162
641	0.4037036857
642	0.403679828
643	0.4036507413
644	0.4036183447
645	0.4035903366
646	0.4035623042
647	0.4035405959
648	0.4035230588
649	0.4034873937
650	0.4034391754
651	0.4034155547
652	0.4033685984
653	0.4033447968
654	0.4033109772
655	0.4032816115
656	0.4032554115
657	0.403222406
658	0.4031741574
659	0.4031446417
660	0.403119902
661	0.4030986095
662	0.4030667137
663	0.4030485656
664	0.4030135623
665	0.4029884116
666	0.4029665952
667	0.4029340576
668	0.4028993198
669	0.402870189
670	0.4028341499
671	0.4028001417
672	0.4027568805
673	0.4027422374
674	0.4027005842
675	0.4026659015
676	0.4026258202
677	0.4026050857
678	0.4025765882
679	0.4025600304
680	0.4025311754
681	0.4025012031
682	0.4024682573
683	0.4024202919
684	0.4023904036
685	0.4023619631
686	0.4023340861
687	0.4022983606
688	0.4022725017
689	0.4022367963
690	0.4022033528
691	0.4021815217
692	0.4021509933
693	0.4021244411
694	0.402102898
695	0.4020739782
696	0.4020470253
697	0.4020244265
698	0.4019747922
699	0.4019350578
700	0.4019167229
701	0.4018820326
702	0.4018491035
703	0.4018172133
704	0.4017930573
705	0.4017612109
706	0.4017428412
707	0.4017255895
708	0.4016810303
709	0.4016429979
710	0.4016061727
711	0.4015893529
712	0.4015629457
713	0.401525193
714	0.401499498
715	0.4014886073
716	0.4014553032
717	0.4014236893
718	0.401396984
719	0.4013745918
720	0.4013465574
721	0.4013279393
722	0.4013029425
723	0.4012624362
724	0.4012306248
725	0.4011789441
726	0.4011575822
727	0.4011225405
728	0.401083131
729	0.4010612557
730	0.4010317209
731	0.4009929942
732	0.4009714201
733	0.4009408333
734	0.4009111541
735	0.4008741815
736	0.4008446831
737	0.4008227586
738	0.4007914635
739	0.4007525108
740	0.4007347286
741	0.4006982584
742	0.400676674
743	0.4006638365
744	0.4006329711
745	0.400611116
746	0.40057382
747	0.4005231837
748	0.4004913517
749	0.4004595174
750	0.4004243095
751	0.4004007658
752	0.40037971
753	0.4003617714
754	0.4003221992
755	0.4002953503
756	0.4002649813
757	0.4002424516
758	0.4002074087
759	0.4001878874
760	0.4001537482
761	0.4001310779
762	0.4001083518
763	0.4000803625
764	0.4000481209
765	0.4000282942
766	0.4000031072
767	0.3999766957
768	0.3999342017
769	0.3999032107
770	0.3998555961
771	0.3998357609
772	0.3998041594
773	0.3997864862
774	0.3997628996
775	0.3997300007
776	0.3997049961
777	0.3996699664
778	0.3996392813
779	0.3996096645
780	0.3995751846
781	0.3995638201
782	0.399529281
783	0.3995041192
784	0.3994697167
785	0.3994448778
786	0.3993969317
787	0.3993737856
788	0.3993412626
789	0.3993192893
790	0.3992691131
791	0.3992388726
792	0.3992103115
793	0.3991823264
794	0.3991482993
795	0.3991253312
796	0.3991019437
797	0.3990784875
798	0.39905153
799	0.3990318746
800	0.3989958397
801	0.3989755152
802	0.3989414056
803	0.3989220211
804	0.3988951544
805	0.3988781815
806	0.3988457669
807	0.398819847
808	0.3987884861
809	0.3987408176
810	0.3987002105
811	0.398676433
812	0.3986558009
813	0.3986340354
814	0.3986058465
815	0.3985679598
816	0.3985401211
817	0.3985256383
818	0.3985104367
819	0.3984658057
820	0.3984382049
821	0.3984030004
822	0.3983703388
823	0.3983517319
824	0.3983153567
825	0.3982929094
826	0.3982735288
827	0.3982416604
828	0.3982163336
829	0.3981785834
830	0.3981531166
831	0.3981363539
832	0.3981011663
833	0.3980767332
834	0.3980580775
835	0.3980337142
836	0.3980123379
837	0.3979749888
838	0.3979454651
839	0.3979234501
840	0.3978969592
841	0.3978635819
842	0.3978399068
843	0.3978192156
844	0.3977843795
845	0.3977552005
846	0.3977360079
847	0.3977087147
848	0.3976858206
849	0.3976521878
850	0.3976262708
851	0.397605551
852	0.3975850895
853	0.3975407845
854	0.3975210167
855	0.3974860608
856	0.3974664578
857	0.3974463015
858	0.3974117513
859	0.3973873418
860	0.3973673501
861	0.3973341679
862	0.3973055706
863	0.3972747016
864	0.3972526526
865	0.397231522
866	0.3971995858
867	0.3971620623
868	0.3971341795
869	0.397088633
870	0.3970502025
871	0.3970271087
872	0.3969843457
873	0.3969627127
874	0.396944031
875	0.3969169346
876	0.3968943646
877	0.3968700801
878	0.3968314971
879	0.3968119299
880	0.3967879557
881	0.3967678237
882	0.3967419284
883	0.3967076277
884	0.3966769668
885	0.3966431068
886	0.3966110934
887	0.3965874306
888	0.3965600859
889	0.3965339039
890	0.3964957059
891	0.396474695
892	0.3964578858
893	0.3964376994
894	0.3964169578
895	0.3963844852
896	0.3963415132
897	0.3963190566
898	0.3962883615
899	0.3962528679
900	0.3962410821
901	0.3962069955
902	0.3961837463
903	0.3961602144
904	0.396136517
905	0.3961185819
906	0.3960937357
907	0.3960745695
908	0.3960596394
909	0.3960307861
910	0.3960064461
911	0.3959849623
912	0.3959510648
913	0.3959272289
914	0.3958997736
915	0.3958858184
916	0.3958603607
917	0.3958361417
918	0.3958166422
919	0.3957847895
920	0.3957655899
921	0.3957481095
922	0.3957244793
923	0.3956958205
924	0.3956654458
925	0.3956466508
926	0.3956159224
927	0.3955949096
928	0.3955620299
929	0.3955407719
930	0.395508501
931	0.3954851515
932	0.3954663242
933	0.3954494787
934	0.3954198103
935	0.3953965395
936	0.3953566457
937	0.3953337812
938	0.3953104155
939	0.395287943
940	0.3952636256
941	0.3952459239
942	0.3952239984
943	0.3951986735
944	0.3951791785
945	0.3951563069
946	0.3951375252
947	0.3950998139
948	0.3950538556
949	0.3950161692
950	0.3949929596
951	0.3949736887
952	0.3949370165
953	0.3949083607
954	0.3948876577
955	0.3948618185
956	0.3948368835
957	0.3948168783
958	0.3947969139
959	0.3947681398
960	0.3947460179
961	0.3947063036
962	0.3946861968
963	0.3946515992
964	0.3946370788
965	0.3946096639
966	0.3945663784
967	0.3945395208
968	0.3944865945
969	0.3944444942
970	0.3944165145
971	0.3943975239
972	0.39437921
973	0.3943411971
974	0.3943168648
975	0.3942821896
976	0.3942450804
977	0.3942207684
978	0.3941936615
979	0.3941648702
980	0.3941429595
981	0.3941223151
982	0.3941010371
983	0.3940804345
984	0.3940448076
985	0.3940196692
986	0.3939931915
987	0.3939625701
988	0.3939455379
989	0.3939190358
990	0.3939031648
991	0.3938731723
992	0.3938413173
993	0.3938039645
994	0.3937774098
995	0.3937555297
996	0.3937337264
997	0.3937146586
998	0.3937009898
999	0.3936667872
